date,municipality,nighborhood,zone,age,sex,schooling
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,30,FEMENINO,SECUNDARIA
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,30,FEMENINO,TECNICO
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,31,FEMENINO,SECUNDARIA
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,32,FEMENINO,TECNICO
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,34,FEMENINO,TECNICO
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,43,MASCULINO,
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,44,MASCULINO,
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,57,FEMENINO,SECUNDARIA
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,74,MASCULINO,
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,14,MASCULINO,
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,18,FEMENINO,
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,18,FEMENINO,
2019-07-03 00:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,42,FEMENINO,
2019-07-03 10:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,18,FEMENINO,
2019-07-03 10:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,27,FEMENINO,SECUNDARIA
2019-07-03 10:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,28,FEMENINO,SECUNDARIA
2019-07-03 10:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,37,FEMENINO,SECUNDARIA
2019-07-03 10:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,96,FEMENINO,
2019-07-03 10:00:00,BOGOTÁ D.C.,FATIMA E-6,URBANA,52,MASCULINO,SECUNDARIA
2019-07-03 20:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,45,FEMENINO,SUPERIOR
2019-07-03 19:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,20,FEMENINO,TECNICO
2019-07-03 19:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,23,FEMENINO,
2019-07-03 19:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,24,FEMENINO,SECUNDARIA
2019-07-03 19:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,44,FEMENINO,SECUNDARIA
2019-07-03 21:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,4,FEMENINO,
2019-07-03 21:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,25,FEMENINO,
2019-07-03 21:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,27,FEMENINO,
2019-07-03 21:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,40,FEMENINO,SUPERIOR
2019-07-03 21:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,48,FEMENINO,SECUNDARIA
2019-07-03 15:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,1,FEMENINO,
2019-07-03 15:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,19,FEMENINO,SECUNDARIA
2019-07-03 15:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,20,FEMENINO,SECUNDARIA
2019-07-03 15:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,21,FEMENINO,
2019-07-03 15:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,54,FEMENINO,SECUNDARIA
2019-07-03 11:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,36,FEMENINO,SECUNDARIA
2019-07-03 11:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,38,FEMENINO,
2019-07-03 08:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,14,MASCULINO,
2019-07-03 08:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,15,FEMENINO,
2019-07-03 08:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,16,FEMENINO,SECUNDARIA
2019-07-03 08:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,18,MASCULINO,
2019-07-03 08:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,48,FEMENINO,SUPERIOR
2019-07-03 09:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,32,MASCULINO,SECUNDARIA
2019-07-03 09:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,38,FEMENINO,
2019-07-03 09:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,18,FEMENINO,
2019-07-03 09:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,18,MASCULINO,
2019-07-03 14:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,18,FEMENINO,
2019-07-03 14:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,25,FEMENINO,SECUNDARIA
2019-07-03 14:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,26,FEMENINO,TECNICO
2019-07-03 18:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,18,FEMENINO,
2019-07-03 18:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,38,MASCULINO,PRIMARIA
2019-07-03 18:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,63,MASCULINO,
2019-07-03 18:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,85,MASCULINO,
2019-07-03 22:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,24,FEMENINO,
2019-07-03 22:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,30,FEMENINO,SECUNDARIA
2019-07-03 22:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,33,FEMENINO,TECNICO
2019-07-03 23:00:00,BOGOTÁ D.C.,BELLA SUIZA E-1,URBANA,37,FEMENINO,SUPERIOR
